task,episode,step,colliding_geom
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,185,akita_black_bowl_2_g34
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,185,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,185,akita_black_bowl_2_g35
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,185,akita_black_bowl_2_g19
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,185,akita_black_bowl_2_g32
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,185,akita_black_bowl_2_g24
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,186,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,186,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,186,akita_black_bowl_2_g34
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,186,akita_black_bowl_2_g25
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,187,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,187,akita_black_bowl_2_g25
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,200,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,201,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,203,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,204,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,205,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,206,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,207,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,208,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,209,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,210,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,211,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,212,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,213,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,214,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,215,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,216,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,217,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,218,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,219,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,220,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,189,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,190,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,191,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,192,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,193,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,194,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,195,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,196,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,197,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,198,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,199,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,200,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,201,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,202,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,203,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,204,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,205,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,206,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,207,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,208,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,209,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,210,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,211,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,212,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,213,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,214,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,215,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,216,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,217,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,218,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,219,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,220,wooden_cabinet_1_g5
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,22,214,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,22,216,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,22,217,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,22,219,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,22,220,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g18
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g25
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g27
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g23
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g34
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g35
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g19
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g17
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g32
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,206,akita_black_bowl_2_g24
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g18
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g25
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g27
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g28
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g23
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g34
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g35
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g19
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g17
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g32
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,207,akita_black_bowl_2_g24
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g18
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g25
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g27
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g23
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g34
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g35
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g19
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g17
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g32
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,208,akita_black_bowl_2_g24
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,209,akita_black_bowl_2_g32
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,209,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,209,akita_black_bowl_2_g34
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,209,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,210,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,211,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,211,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,212,akita_black_bowl_2_g33
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,212,akita_black_bowl_2_g26
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,214,akita_black_bowl_2_g27
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,216,akita_black_bowl_2_g27
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,217,akita_black_bowl_2_g28
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,219,akita_black_bowl_2_g28
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,198,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,199,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,200,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,202,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,203,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,204,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,205,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,206,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,207,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,208,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,209,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,210,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,211,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,212,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,213,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,214,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,215,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,216,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,217,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,218,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,219,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,220,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,212,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,213,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,214,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,216,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,217,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,218,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,219,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,220,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,36,213,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,36,215,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,36,217,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,36,218,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,36,219,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,36,220,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,164,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,169,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,170,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,172,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,173,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,174,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,175,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,176,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,177,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,178,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,179,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,180,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,181,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,182,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,183,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,184,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,185,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,186,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,187,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,188,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,189,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,190,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,191,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,192,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,193,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,194,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,195,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,196,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,197,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,198,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,199,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,200,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,201,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,202,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,203,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,204,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,205,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,206,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,207,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,208,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,209,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,210,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,211,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,212,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,213,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,214,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,215,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,216,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,217,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,218,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,219,table_collision
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,47,220,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,187,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,188,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,189,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,190,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,191,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,192,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,193,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,194,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,195,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,196,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,197,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,198,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,202,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,203,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,204,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,205,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,206,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,207,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,208,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,209,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,210,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,211,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,212,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,213,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,214,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,215,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,216,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,217,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,218,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,219,table_collision
pick up the black bowl on the ramekin and place it on the plate,4,220,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,181,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,183,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,185,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,186,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,187,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,188,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,189,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,190,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,191,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,192,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,193,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,194,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,195,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,196,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,197,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,198,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,199,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,200,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,201,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,202,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,203,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,204,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,205,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,206,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,207,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,208,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,209,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,210,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,211,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,212,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,213,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,214,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,215,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,216,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,217,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,218,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,219,table_collision
pick up the black bowl on the ramekin and place it on the plate,16,220,table_collision
pick up the black bowl on the ramekin and place it on the plate,17,194,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,17,197,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,17,202,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,20,205,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,207,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,211,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,212,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,213,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,214,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,215,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,216,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,217,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,218,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,219,table_collision
pick up the black bowl on the ramekin and place it on the plate,20,220,table_collision
pick up the black bowl on the ramekin and place it on the plate,22,190,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,197,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,199,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,200,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,201,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,203,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,205,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,208,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,22,209,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,23,173,table_collision
pick up the black bowl on the ramekin and place it on the plate,23,175,table_collision
pick up the black bowl on the ramekin and place it on the plate,37,214,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,37,215,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,37,218,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,44,203,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,205,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,206,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,207,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,208,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,211,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,212,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,213,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,214,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,215,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,216,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,217,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,218,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,219,table_collision
pick up the black bowl on the ramekin and place it on the plate,44,220,table_collision
pick up the black bowl on the ramekin and place it on the plate,50,185,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,50,189,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,50,190,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,50,193,wooden_cabinet_1_g9
pick up the black bowl on the ramekin and place it on the plate,50,214,table_collision
pick up the black bowl on the ramekin and place it on the plate,50,215,table_collision
pick up the black bowl on the ramekin and place it on the plate,50,216,table_collision
pick up the black bowl on the ramekin and place it on the plate,50,217,table_collision
pick up the black bowl on the ramekin and place it on the plate,50,218,table_collision
pick up the black bowl on the ramekin and place it on the plate,50,219,table_collision
pick up the black bowl on the ramekin and place it on the plate,50,220,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,178,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,179,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,180,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,181,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,182,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,185,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,186,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,187,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,188,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,189,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,190,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,191,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,192,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,193,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,194,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,195,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,196,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,197,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,198,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,199,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,200,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,201,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,202,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,203,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,204,table_collision
pick up the black bowl next to the cookie box and place it on the plate,2,205,table_collision
