task,episode,step,joint_name,position
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,172,robot0_joint4,-0.07162744740016848
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,173,robot0_joint2,1.6568264019090087
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,173,robot0_joint4,-0.07121068847066335
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,174,robot0_joint2,1.657261148161904
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,174,robot0_joint4,-0.07015955583506998
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,175,robot0_joint2,1.6573646137615443
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,175,robot0_joint4,-0.0696341940799258
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,176,robot0_joint2,1.656704470358995
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,176,robot0_joint4,-0.06973747096140671
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,177,robot0_joint2,1.655784005818412
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,177,robot0_joint4,-0.06977006974214812
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,178,robot0_joint2,1.6548755197711171
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,178,robot0_joint4,-0.06977884011255368
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,179,robot0_joint2,1.654040213346674
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,179,robot0_joint4,-0.0697810090487222
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,180,robot0_joint2,1.6532397684137454
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,180,robot0_joint4,-0.06978158334121495
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,181,robot0_joint2,1.6523460954757931
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,181,robot0_joint4,-0.06976930221632194
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,182,robot0_joint2,1.6514624259365442
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,182,robot0_joint4,-0.06976916727281826
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,183,robot0_joint2,1.6506240110691826
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,183,robot0_joint4,-0.06976943834898633
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,184,robot0_joint2,1.6498171527361167
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,184,robot0_joint4,-0.06976948074877257
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,185,robot0_joint2,1.649035497501327
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,185,robot0_joint4,-0.06976946296542065
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,186,robot0_joint2,1.6480097909653197
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,186,robot0_joint4,-0.06975020852223149
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,187,robot0_joint2,1.646894150549377
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,187,robot0_joint4,-0.0697493870141523
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,188,robot0_joint2,1.6458072794281078
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,188,robot0_joint4,-0.06974938755062692
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,189,robot0_joint2,1.6447642306281618
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,189,robot0_joint4,-0.0697493334425336
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,190,robot0_joint2,1.6437680294001737
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,190,robot0_joint4,-0.0697492268025197
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,191,robot0_joint2,1.6452700931782456
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,191,robot0_joint4,-0.06978179276697255
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,192,robot0_joint2,1.6480535453171377
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,192,robot0_joint4,-0.06973827750225073
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,193,robot0_joint2,1.6497252130198816
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,193,robot0_joint4,-0.06972076378221127
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,194,robot0_joint2,1.650139815627122
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,194,robot0_joint4,-0.06972257751598357
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,195,robot0_joint2,1.6497019914097706
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,195,robot0_joint4,-0.0697258341337437
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,196,robot0_joint2,1.6479617716579507
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,196,robot0_joint4,-0.09417939507910816
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,197,robot0_joint2,1.6341004399518624
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,197,robot0_joint4,-0.14139873109737805
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,198,robot0_joint2,1.605833375601673
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,198,robot0_joint4,-0.19864875434330115
pick up the black bowl on the ramekin and place it on the plate,4,190,robot0_joint7,2.667301417175141
pick up the black bowl on the ramekin and place it on the plate,4,191,robot0_joint7,2.728195830860012
pick up the black bowl on the ramekin and place it on the plate,4,192,robot0_joint7,2.790241668479947
pick up the black bowl on the ramekin and place it on the plate,4,193,robot0_joint7,2.8535802721031343
pick up the black bowl on the ramekin and place it on the plate,4,194,robot0_joint7,2.9060121496831264
pick up the black bowl on the ramekin and place it on the plate,4,195,robot0_joint7,2.900376213002112
pick up the black bowl on the ramekin and place it on the plate,4,196,robot0_joint7,2.898063506400126
pick up the black bowl on the ramekin and place it on the plate,4,197,robot0_joint7,2.8977680130936023
pick up the black bowl on the ramekin and place it on the plate,4,198,robot0_joint7,2.8977724322785834
pick up the black bowl on the ramekin and place it on the plate,4,199,robot0_joint7,2.8977759664002565
pick up the black bowl on the ramekin and place it on the plate,4,200,robot0_joint7,2.8977783418519647
pick up the black bowl on the ramekin and place it on the plate,4,201,robot0_joint7,2.8977732730222048
pick up the black bowl on the ramekin and place it on the plate,4,202,robot0_joint7,2.897762505044754
pick up the black bowl on the ramekin and place it on the plate,4,203,robot0_joint7,2.897746329996798
pick up the black bowl on the ramekin and place it on the plate,4,204,robot0_joint7,2.897743344845945
pick up the black bowl on the ramekin and place it on the plate,4,205,robot0_joint7,2.8977548241891657
pick up the black bowl on the ramekin and place it on the plate,4,206,robot0_joint7,2.89768761753469
pick up the black bowl on the ramekin and place it on the plate,4,207,robot0_joint7,2.897599927375966
pick up the black bowl on the ramekin and place it on the plate,4,208,robot0_joint7,2.8975588839398103
pick up the black bowl on the ramekin and place it on the plate,4,209,robot0_joint7,2.897552255701423
pick up the black bowl on the ramekin and place it on the plate,4,210,robot0_joint7,2.897565862869599
pick up the black bowl on the ramekin and place it on the plate,4,211,robot0_joint7,2.8975303700235653
pick up the black bowl on the ramekin and place it on the plate,4,212,robot0_joint7,2.8974138650126267
pick up the black bowl on the ramekin and place it on the plate,4,213,robot0_joint7,2.8967670612844034
pick up the black bowl on the ramekin and place it on the plate,4,214,robot0_joint7,2.8940867912835824
pick up the black bowl on the ramekin and place it on the plate,4,215,robot0_joint7,2.8898448895615676
pick up the black bowl on the ramekin and place it on the plate,4,216,robot0_joint7,2.8692490974430727
pick up the black bowl on the ramekin and place it on the plate,4,217,robot0_joint7,2.8256447715663837
pick up the black bowl on the ramekin and place it on the plate,4,218,robot0_joint7,2.770785752929326
pick up the black bowl on the ramekin and place it on the plate,4,219,robot0_joint7,2.708126358359193
pick up the black bowl on the ramekin and place it on the plate,4,220,robot0_joint7,2.6405261187291504
pick up the black bowl on the ramekin and place it on the plate,14,104,robot0_joint7,2.6110979217634034
pick up the black bowl on the ramekin and place it on the plate,14,105,robot0_joint7,2.6288781073737844
pick up the black bowl on the ramekin and place it on the plate,14,106,robot0_joint7,2.642879982215196
pick up the black bowl on the ramekin and place it on the plate,14,107,robot0_joint7,2.6531494551623016
pick up the black bowl on the ramekin and place it on the plate,14,108,robot0_joint7,2.6596432312134737
pick up the black bowl on the ramekin and place it on the plate,14,109,robot0_joint7,2.662139379160965
pick up the black bowl on the ramekin and place it on the plate,14,110,robot0_joint7,2.6607874048968108
pick up the black bowl on the ramekin and place it on the plate,14,111,robot0_joint7,2.6552293008198666
pick up the black bowl on the ramekin and place it on the plate,14,112,robot0_joint7,2.64478406975149
pick up the black bowl on the ramekin and place it on the plate,14,113,robot0_joint7,2.6301545233677994
pick up the black bowl on the ramekin and place it on the plate,14,114,robot0_joint7,2.6125272200176637
pick up the black bowl on the ramekin and place it on the plate,14,187,robot0_joint2,1.5990300721955404
pick up the black bowl on the ramekin and place it on the plate,14,188,robot0_joint2,1.6792866471263264
pick up the black bowl on the ramekin and place it on the plate,14,189,robot0_joint2,1.771096420548238
pick up the black bowl on the ramekin and place it on the plate,14,190,robot0_joint2,1.7691198307591403
pick up the black bowl on the ramekin and place it on the plate,14,191,robot0_joint2,1.7641582283669361
pick up the black bowl on the ramekin and place it on the plate,14,192,robot0_joint2,1.7633384311348927
pick up the black bowl on the ramekin and place it on the plate,14,193,robot0_joint2,1.7633160254070868
pick up the black bowl on the ramekin and place it on the plate,14,194,robot0_joint2,1.7633188690523467
pick up the black bowl on the ramekin and place it on the plate,14,195,robot0_joint2,1.7633161643292246
pick up the black bowl on the ramekin and place it on the plate,14,196,robot0_joint2,1.7632925781351776
pick up the black bowl on the ramekin and place it on the plate,14,197,robot0_joint2,1.763289459651263
pick up the black bowl on the ramekin and place it on the plate,14,198,robot0_joint2,1.763291917214127
pick up the black bowl on the ramekin and place it on the plate,14,199,robot0_joint2,1.763280548854464
pick up the black bowl on the ramekin and place it on the plate,14,200,robot0_joint2,1.7632536827044358
pick up the black bowl on the ramekin and place it on the plate,14,201,robot0_joint2,1.7633494657665034
pick up the black bowl on the ramekin and place it on the plate,14,202,robot0_joint2,1.7633141097745355
pick up the black bowl on the ramekin and place it on the plate,14,203,robot0_joint2,1.7633005211559192
pick up the black bowl on the ramekin and place it on the plate,14,204,robot0_joint2,1.7633003772833273
pick up the black bowl on the ramekin and place it on the plate,14,205,robot0_joint2,1.763265070496483
pick up the black bowl on the ramekin and place it on the plate,14,206,robot0_joint2,1.7538488603413593
pick up the black bowl on the ramekin and place it on the plate,14,207,robot0_joint2,1.7262553863149128
pick up the black bowl on the ramekin and place it on the plate,14,208,robot0_joint2,1.6870689125395186
pick up the black bowl on the ramekin and place it on the plate,14,209,robot0_joint2,1.63928065858102
pick up the black bowl on the ramekin and place it on the plate,32,123,robot0_joint6,3.5676996103640044
pick up the black bowl on the ramekin and place it on the plate,32,124,robot0_joint6,3.6122389365472265
pick up the black bowl on the ramekin and place it on the plate,32,125,robot0_joint6,3.652150724594192
pick up the black bowl on the ramekin and place it on the plate,32,126,robot0_joint6,3.680108993434538
pick up the black bowl on the ramekin and place it on the plate,32,127,robot0_joint6,3.701049153344869
pick up the black bowl on the ramekin and place it on the plate,32,128,robot0_joint6,3.7116650676504768
pick up the black bowl on the ramekin and place it on the plate,32,129,robot0_joint6,3.70871403934037
pick up the black bowl on the ramekin and place it on the plate,32,130,robot0_joint6,3.7001044838170847
pick up the black bowl on the ramekin and place it on the plate,32,131,robot0_joint6,3.68414640278363
pick up the black bowl on the ramekin and place it on the plate,32,132,robot0_joint6,3.6591049234553177
pick up the black bowl on the ramekin and place it on the plate,32,133,robot0_joint6,3.628041977397498
pick up the black bowl on the ramekin and place it on the plate,32,134,robot0_joint6,3.5924143683664127
pick up the black bowl on the ramekin and place it on the plate,32,188,robot0_joint2,1.5959811270732032
pick up the black bowl on the ramekin and place it on the plate,32,189,robot0_joint2,1.6309599298766346
pick up the black bowl on the ramekin and place it on the plate,32,190,robot0_joint2,1.6641123899492638
pick up the black bowl on the ramekin and place it on the plate,32,191,robot0_joint2,1.691726885989816
pick up the black bowl on the ramekin and place it on the plate,32,192,robot0_joint2,1.717840819767054
pick up the black bowl on the ramekin and place it on the plate,32,193,robot0_joint2,1.7469446845023673
pick up the black bowl on the ramekin and place it on the plate,32,194,robot0_joint2,1.7672009913266795
pick up the black bowl on the ramekin and place it on the plate,32,194,robot0_joint4,-0.11411311593113721
pick up the black bowl on the ramekin and place it on the plate,32,195,robot0_joint2,1.7578234016929482
pick up the black bowl on the ramekin and place it on the plate,32,195,robot0_joint4,-0.056869687471949544
pick up the black bowl on the ramekin and place it on the plate,32,196,robot0_joint2,1.7405854281228224
pick up the black bowl on the ramekin and place it on the plate,32,196,robot0_joint4,-0.08165965220088521
pick up the black bowl on the ramekin and place it on the plate,32,197,robot0_joint2,1.7232916452998206
pick up the black bowl on the ramekin and place it on the plate,32,197,robot0_joint4,-0.1272642799913195
pick up the black bowl on the ramekin and place it on the plate,32,198,robot0_joint2,1.7072769638407466
pick up the black bowl on the ramekin and place it on the plate,32,198,robot0_joint4,-0.18209590467795309
pick up the black bowl on the ramekin and place it on the plate,32,199,robot0_joint2,1.6943770387415615
pick up the black bowl on the ramekin and place it on the plate,32,200,robot0_joint2,1.683767605880915
pick up the black bowl on the ramekin and place it on the plate,32,201,robot0_joint2,1.6732098915007727
pick up the black bowl on the ramekin and place it on the plate,32,202,robot0_joint2,1.6672581547303402
pick up the black bowl on the ramekin and place it on the plate,32,203,robot0_joint2,1.6633014547481229
pick up the black bowl on the ramekin and place it on the plate,32,204,robot0_joint2,1.6577643808984235
pick up the black bowl on the ramekin and place it on the plate,32,205,robot0_joint2,1.6504718473619344
pick up the black bowl on the ramekin and place it on the plate,32,206,robot0_joint2,1.632905555227787
pick up the black bowl on the ramekin and place it on the plate,32,207,robot0_joint2,1.6067312587198568
pick up the black bowl next to the cookie box and place it on the plate,10,58,robot0_joint2,1.6008618215624533
pick up the black bowl next to the cookie box and place it on the plate,10,59,robot0_joint2,1.622050389435818
pick up the black bowl next to the cookie box and place it on the plate,10,59,robot0_joint4,-0.21123159433656813
pick up the black bowl next to the cookie box and place it on the plate,10,60,robot0_joint2,1.6424512864656189
pick up the black bowl next to the cookie box and place it on the plate,10,60,robot0_joint4,-0.17824681485572427
pick up the black bowl next to the cookie box and place it on the plate,10,61,robot0_joint2,1.6619565487958785
pick up the black bowl next to the cookie box and place it on the plate,10,61,robot0_joint4,-0.1447766278845332
pick up the black bowl next to the cookie box and place it on the plate,10,62,robot0_joint2,1.6804672413168678
pick up the black bowl next to the cookie box and place it on the plate,10,62,robot0_joint4,-0.11095374419367175
pick up the black bowl next to the cookie box and place it on the plate,10,63,robot0_joint2,1.69787953310296
pick up the black bowl next to the cookie box and place it on the plate,10,63,robot0_joint4,-0.07617851853991545
pick up the black bowl next to the cookie box and place it on the plate,10,64,robot0_joint2,1.7033035766578324
pick up the black bowl next to the cookie box and place it on the plate,10,64,robot0_joint4,-0.06645760816528752
pick up the black bowl next to the cookie box and place it on the plate,10,65,robot0_joint2,1.6963566386263391
pick up the black bowl next to the cookie box and place it on the plate,10,65,robot0_joint4,-0.06910691113146791
pick up the black bowl next to the cookie box and place it on the plate,10,66,robot0_joint2,1.686889179723812
pick up the black bowl next to the cookie box and place it on the plate,10,66,robot0_joint4,-0.06963665200591833
pick up the black bowl next to the cookie box and place it on the plate,10,67,robot0_joint2,1.6762448009733824
pick up the black bowl next to the cookie box and place it on the plate,10,67,robot0_joint4,-0.0697200206310807
pick up the black bowl next to the cookie box and place it on the plate,10,68,robot0_joint2,1.6642260154748836
pick up the black bowl next to the cookie box and place it on the plate,10,68,robot0_joint4,-0.06972865799110683
pick up the black bowl next to the cookie box and place it on the plate,10,69,robot0_joint2,1.6506339796890006
pick up the black bowl next to the cookie box and place it on the plate,10,69,robot0_joint4,-0.06972883012772593
pick up the black bowl next to the cookie box and place it on the plate,10,70,robot0_joint2,1.6355979981578896
pick up the black bowl next to the cookie box and place it on the plate,10,70,robot0_joint4,-0.06972480231424424
pick up the black bowl next to the cookie box and place it on the plate,10,71,robot0_joint2,1.6198255774489838
pick up the black bowl next to the cookie box and place it on the plate,10,71,robot0_joint4,-0.06970591359816874
pick up the black bowl next to the cookie box and place it on the plate,10,72,robot0_joint2,1.6037215469350188
pick up the black bowl next to the cookie box and place it on the plate,10,72,robot0_joint4,-0.0696936033508232
pick up the black bowl next to the cookie box and place it on the plate,10,73,robot0_joint2,1.5876383794154203
pick up the black bowl next to the cookie box and place it on the plate,10,73,robot0_joint4,-0.06969504595930759
pick up the black bowl next to the cookie box and place it on the plate,10,74,robot0_joint4,-0.06969478810342512
pick up the black bowl next to the cookie box and place it on the plate,10,75,robot0_joint4,-0.06970665359231165
pick up the black bowl next to the cookie box and place it on the plate,10,76,robot0_joint4,-0.0697120764365422
pick up the black bowl next to the cookie box and place it on the plate,10,77,robot0_joint4,-0.06971653486130724
pick up the black bowl next to the cookie box and place it on the plate,10,78,robot0_joint4,-0.06971886071216533
pick up the black bowl next to the cookie box and place it on the plate,10,79,robot0_joint4,-0.06971854769922407
pick up the black bowl next to the cookie box and place it on the plate,10,80,robot0_joint4,-0.06971429802671669
pick up the black bowl next to the cookie box and place it on the plate,10,81,robot0_joint4,-0.06972008287172064
pick up the black bowl next to the cookie box and place it on the plate,10,82,robot0_joint4,-0.06971558625998621
pick up the black bowl next to the cookie box and place it on the plate,10,83,robot0_joint4,-0.06971377026449363
pick up the black bowl next to the cookie box and place it on the plate,10,84,robot0_joint4,-0.0697188271876293
pick up the black bowl next to the cookie box and place it on the plate,10,85,robot0_joint4,-0.06972481668996805
pick up the black bowl next to the cookie box and place it on the plate,10,86,robot0_joint4,-0.06970107440000774
pick up the black bowl next to the cookie box and place it on the plate,10,87,robot0_joint4,-0.06970202214844626
pick up the black bowl next to the cookie box and place it on the plate,10,88,robot0_joint4,-0.06970198923901418
pick up the black bowl next to the cookie box and place it on the plate,10,89,robot0_joint4,-0.06970113957968795
pick up the black bowl next to the cookie box and place it on the plate,10,90,robot0_joint4,-0.06970228024039446
pick up the black bowl next to the cookie box and place it on the plate,10,91,robot0_joint4,-0.06971937288822858
pick up the black bowl next to the cookie box and place it on the plate,10,92,robot0_joint4,-0.06972937698890165
pick up the black bowl next to the cookie box and place it on the plate,10,93,robot0_joint4,-0.06974509981266792
pick up the black bowl next to the cookie box and place it on the plate,10,94,robot0_joint4,-0.06975087967215648
pick up the black bowl next to the cookie box and place it on the plate,10,95,robot0_joint4,-0.06975895854144137
pick up the black bowl next to the cookie box and place it on the plate,10,96,robot0_joint4,-0.06975489973852245
pick up the black bowl next to the cookie box and place it on the plate,10,97,robot0_joint4,-0.06975621249116563
pick up the black bowl next to the cookie box and place it on the plate,10,98,robot0_joint4,-0.06976344313594875
pick up the black bowl next to the cookie box and place it on the plate,10,99,robot0_joint4,-0.06976543786712432
pick up the black bowl next to the cookie box and place it on the plate,10,100,robot0_joint4,-0.0697668467212835
pick up the black bowl next to the cookie box and place it on the plate,10,101,robot0_joint4,-0.06976310126051619
pick up the black bowl next to the cookie box and place it on the plate,10,102,robot0_joint4,-0.0697754637410171
pick up the black bowl next to the cookie box and place it on the plate,10,103,robot0_joint4,-0.06978526248368287
pick up the black bowl next to the cookie box and place it on the plate,10,104,robot0_joint4,-0.06974595570022606
pick up the black bowl next to the cookie box and place it on the plate,10,105,robot0_joint4,-0.0697483436032081
pick up the black bowl next to the cookie box and place it on the plate,10,106,robot0_joint4,-0.06973680160007596
pick up the black bowl next to the cookie box and place it on the plate,10,107,robot0_joint4,-0.06976247035984726
pick up the black bowl next to the cookie box and place it on the plate,10,108,robot0_joint2,1.5970007606666194
pick up the black bowl next to the cookie box and place it on the plate,10,108,robot0_joint4,-0.06976928520897444
pick up the black bowl next to the cookie box and place it on the plate,10,109,robot0_joint2,1.6081695352449028
pick up the black bowl next to the cookie box and place it on the plate,10,109,robot0_joint4,-0.06977907751125645
pick up the black bowl next to the cookie box and place it on the plate,10,110,robot0_joint2,1.6195820964782606
pick up the black bowl next to the cookie box and place it on the plate,10,110,robot0_joint4,-0.06976370153777513
pick up the black bowl next to the cookie box and place it on the plate,10,111,robot0_joint2,1.6298818103696784
pick up the black bowl next to the cookie box and place it on the plate,10,111,robot0_joint4,-0.06970985663985015
pick up the black bowl next to the cookie box and place it on the plate,10,112,robot0_joint2,1.6386877128742914
pick up the black bowl next to the cookie box and place it on the plate,10,112,robot0_joint4,-0.06969189109352439
pick up the black bowl next to the cookie box and place it on the plate,10,113,robot0_joint2,1.6463468754131474
pick up the black bowl next to the cookie box and place it on the plate,10,113,robot0_joint4,-0.06968325916015322
pick up the black bowl next to the cookie box and place it on the plate,10,114,robot0_joint2,1.653077353706427
pick up the black bowl next to the cookie box and place it on the plate,10,114,robot0_joint4,-0.06968328999598616
pick up the black bowl next to the cookie box and place it on the plate,27,54,robot0_joint4,-0.21910429302190057
pick up the black bowl next to the cookie box and place it on the plate,27,55,robot0_joint2,1.6032389478838667
pick up the black bowl next to the cookie box and place it on the plate,27,55,robot0_joint4,-0.17516154440384393
pick up the black bowl next to the cookie box and place it on the plate,27,56,robot0_joint2,1.6380075350402248
pick up the black bowl next to the cookie box and place it on the plate,27,56,robot0_joint4,-0.12948714900376804
pick up the black bowl next to the cookie box and place it on the plate,27,57,robot0_joint2,1.6752160321789034
pick up the black bowl next to the cookie box and place it on the plate,27,57,robot0_joint4,-0.08135475145678966
pick up the black bowl next to the cookie box and place it on the plate,27,58,robot0_joint2,1.7012108022044417
pick up the black bowl next to the cookie box and place it on the plate,27,58,robot0_joint4,-0.06499243904159062
pick up the black bowl next to the cookie box and place it on the plate,27,59,robot0_joint2,1.7124376028361967
pick up the black bowl next to the cookie box and place it on the plate,27,59,robot0_joint4,-0.06875458207854077
pick up the black bowl next to the cookie box and place it on the plate,27,60,robot0_joint2,1.7208074485888993
pick up the black bowl next to the cookie box and place it on the plate,27,60,robot0_joint4,-0.06950885453722618
pick up the black bowl next to the cookie box and place it on the plate,27,61,robot0_joint2,1.7244502955176748
pick up the black bowl next to the cookie box and place it on the plate,27,61,robot0_joint4,-0.06957178394173354
pick up the black bowl next to the cookie box and place it on the plate,27,62,robot0_joint2,1.7239403626844592
pick up the black bowl next to the cookie box and place it on the plate,27,62,robot0_joint4,-0.06963012115501757
pick up the black bowl next to the cookie box and place it on the plate,27,63,robot0_joint2,1.7222390723528718
pick up the black bowl next to the cookie box and place it on the plate,27,63,robot0_joint4,-0.06968567451820108
pick up the black bowl next to the cookie box and place it on the plate,27,64,robot0_joint2,1.7198841636839293
pick up the black bowl next to the cookie box and place it on the plate,27,64,robot0_joint4,-0.06970872469786513
pick up the black bowl next to the cookie box and place it on the plate,27,65,robot0_joint2,1.7169698057078666
pick up the black bowl next to the cookie box and place it on the plate,27,65,robot0_joint4,-0.06972538482432741
pick up the black bowl next to the cookie box and place it on the plate,27,66,robot0_joint2,1.7146676187326715
pick up the black bowl next to the cookie box and place it on the plate,27,66,robot0_joint4,-0.06977449023717844
pick up the black bowl next to the cookie box and place it on the plate,27,67,robot0_joint2,1.7126496808663068
pick up the black bowl next to the cookie box and place it on the plate,27,67,robot0_joint4,-0.06976388291847635
pick up the black bowl next to the cookie box and place it on the plate,27,68,robot0_joint2,1.70991299490959
pick up the black bowl next to the cookie box and place it on the plate,27,68,robot0_joint4,-0.0697451062625226
pick up the black bowl next to the cookie box and place it on the plate,27,69,robot0_joint2,1.7057791580278423
pick up the black bowl next to the cookie box and place it on the plate,27,69,robot0_joint4,-0.06972819725741451
pick up the black bowl next to the cookie box and place it on the plate,27,70,robot0_joint2,1.6993076066623243
pick up the black bowl next to the cookie box and place it on the plate,27,70,robot0_joint4,-0.06969792444341619
pick up the black bowl next to the cookie box and place it on the plate,27,71,robot0_joint2,1.6887612947907455
pick up the black bowl next to the cookie box and place it on the plate,27,71,robot0_joint4,-0.06965797748211609
pick up the black bowl next to the cookie box and place it on the plate,27,72,robot0_joint2,1.6745562918785342
pick up the black bowl next to the cookie box and place it on the plate,27,72,robot0_joint4,-0.06966455063612602
pick up the black bowl next to the cookie box and place it on the plate,27,73,robot0_joint2,1.6583577127866298
pick up the black bowl next to the cookie box and place it on the plate,27,73,robot0_joint4,-0.06967666144053747
pick up the black bowl next to the cookie box and place it on the plate,27,74,robot0_joint2,1.6411119778670733
pick up the black bowl next to the cookie box and place it on the plate,27,74,robot0_joint4,-0.06967852257851903
pick up the black bowl next to the cookie box and place it on the plate,27,75,robot0_joint2,1.6237647282770356
pick up the black bowl next to the cookie box and place it on the plate,27,75,robot0_joint4,-0.06969023493153377
pick up the black bowl next to the cookie box and place it on the plate,27,76,robot0_joint2,1.6075313718772268
pick up the black bowl next to the cookie box and place it on the plate,27,76,robot0_joint4,-0.06972222061207457
pick up the black bowl next to the cookie box and place it on the plate,27,77,robot0_joint2,1.592378683309818
pick up the black bowl next to the cookie box and place it on the plate,27,77,robot0_joint4,-0.06972613317894813
pick up the black bowl next to the cookie box and place it on the plate,27,78,robot0_joint4,-0.0697246956640308
pick up the black bowl next to the cookie box and place it on the plate,27,79,robot0_joint4,-0.06972617403242469
pick up the black bowl next to the cookie box and place it on the plate,27,80,robot0_joint4,-0.06972865114168195
pick up the black bowl next to the cookie box and place it on the plate,27,81,robot0_joint4,-0.06972970298520789
pick up the black bowl next to the cookie box and place it on the plate,27,82,robot0_joint4,-0.06972677517647916
pick up the black bowl next to the cookie box and place it on the plate,27,83,robot0_joint4,-0.06972839926491654
pick up the black bowl next to the cookie box and place it on the plate,27,84,robot0_joint4,-0.06972463755819916
pick up the black bowl next to the cookie box and place it on the plate,27,85,robot0_joint4,-0.06971485157080934
pick up the black bowl next to the cookie box and place it on the plate,27,86,robot0_joint4,-0.0697101686491833
pick up the black bowl next to the cookie box and place it on the plate,27,87,robot0_joint4,-0.06971019246048063
pick up the black bowl next to the cookie box and place it on the plate,27,88,robot0_joint4,-0.06971111473086414
pick up the black bowl next to the cookie box and place it on the plate,27,89,robot0_joint4,-0.06971566694506776
pick up the black bowl next to the cookie box and place it on the plate,27,90,robot0_joint4,-0.06972233054808621
pick up the black bowl next to the cookie box and place it on the plate,27,91,robot0_joint4,-0.06970666622885871
pick up the black bowl next to the cookie box and place it on the plate,27,92,robot0_joint4,-0.0697084065402793
pick up the black bowl next to the cookie box and place it on the plate,27,93,robot0_joint4,-0.06971045320927623
pick up the black bowl next to the cookie box and place it on the plate,27,94,robot0_joint4,-0.0697127222657901
pick up the black bowl next to the cookie box and place it on the plate,27,95,robot0_joint4,-0.0697158638304445
pick up the black bowl next to the cookie box and place it on the plate,27,96,robot0_joint4,-0.0697417824577652
pick up the black bowl next to the cookie box and place it on the plate,27,97,robot0_joint4,-0.06974437763126207
pick up the black bowl next to the cookie box and place it on the plate,27,98,robot0_joint4,-0.06976225308955922
pick up the black bowl next to the cookie box and place it on the plate,27,99,robot0_joint4,-0.06988485620861738
pick up the black bowl next to the cookie box and place it on the plate,27,100,robot0_joint4,-0.07007754021798232
pick up the black bowl next to the cookie box and place it on the plate,27,101,robot0_joint4,-0.06964273176438006
pick up the black bowl next to the cookie box and place it on the plate,27,102,robot0_joint4,-0.06972882414628209
pick up the black bowl next to the cookie box and place it on the plate,27,103,robot0_joint4,-0.06975261069498803
pick up the black bowl next to the cookie box and place it on the plate,27,104,robot0_joint4,-0.06974729894388841
